event_name,description,audience,cycle,website,email,country,date_uncertain,date,duration_days,venue_id
TORONTO COMICON 2024,International Comics Exhibition in Toronto,Public,once a year,http://comicontoronto.com/,info@fanexpohq.com,Canada,False,2024-03-15,3,585
ACCESS MBA - LIMA 2024,ACCESS MBA is a communication campaign specifically designed to better inform prospective students of existing MBA opportunities. ACCESS MBA is a series of events organised around the world,Public,twice a year,http://www.accessmba.com/tour,coutat@advent-communication.net,Peru,False,2024-03-16,1,970
ATLANTIC HEAVY EQUIPMENT SHOW 2024,"Trade show for equipment owners, operators and purchasers representing the fields of general construction, trucking, public works, utilities, aggregate production, road building and maintenance",Public,every 2 years,http://www.ahes.ca/,info@masterpromotions.ca,Canada,False,2024-03-27,2,945
GUN & KNIFE SHOW HASTINGS 2024,"Self-defense weapon fair. GUN & KNIFE SHOW HASTINGS presents antique pistols, rifles, air guns, combat knives, gun magazines, rifle spoke, hunting gears, sharpening tools, holsters, gun safes, display cases, survival training and gun parts",Public,unknown,http://www.crocodileproductionsinc.com/,crocodile1@comcast.net,USA,False,2024-03-16,2,971
ROCK ‘N’ ROLL WASHINGTON DC 2024,"The event offers 3 distances, Marathon, Half Marathon and 10K, so that everyone can enjoy the biggest running party in the country",Public,once a year,http://www.runrocknroll.com/washington-dc,exposales@runrocknroll.com,USA,False,2024-03-16,1,422
AFFORDABLE ART FAIR - NEW YORK 2024,"International Art Exhibition. Affordable Art Fair is the leading showcase for affordable, contemporary original art from galleries and dealers",Public,twice a year,http://www.affordableartfair.com/fairs,enquiries@affordableartfair.com,USA,False,2024-03-21,4,869
RE+ NORTHERN CALIFORNIA 2024,RE+ Northern California attracts energy professionals from across the solar and storage markets each year to facilitate business and connections,Public,once a year,http://re-plus.events/norcal,customerservice@re-plus.com,USA,False,2024-03-12,2,591
AQUA SUR 2024,"International Aquaculture exhibition, the largest of southern hemisphere",Public,every 2 years,http://www.aqua-sur.cl/,agarcia@fisa.cl,Chile,False,2024-03-19,3,972
WEST BEND GUN SHOW 2024,"Guns & Knife Show. WEST BEND GUN SHOW features shooting rifles, combat knives and swords, rifle spoke, muzzle load, hunting accessories, holsters, outdoor survival gears and hi-tech optics",Public,unknown,http://gunshowtrader.com/gunshows/wisconsin-gun-shows,,USA,False,2024-03-15,3,973
THE INSPIRED HOME SHOW 2024,"International Home + Housewares Show offers you the opportunity to see first-hand consumer lifestyle and product trends for all areas of the home, both inside and out, under one roof",Public,once a year,http://www.housewares.org/show/default,atiritilli@housewares.org,USA,False,2024-03-16,4,497
PACK EXPO EAST 2024,"International Packaging Process Show. For end users and suppliers around the world, PACK EXPO EAST offers a quality professional experience and a wide range of packaging innovations for each vertical market",Public,every 2 years,http://www.packexpoeast.com/,info@pmmi.org,USA,False,2024-03-18,3,974
LANSING HOME & GARDEN SHOW 2024,The strongest Home & Garden show in the Mid-Michigan area,Public,once a year,http://showspan.com/LHG,events@showspan.com,USA,False,2024-03-14,4,975
FUTURE FOOD-TECH SAN FRANCISCO 2024,"Future Food-Tech San Francisco will bring together key figures from across the food industry, including investors, start-ups, technology companies and food and ingredients manufacturers",Public,once a year,http://futurefoodtechsf.com/,info@rethinkevents.com,USA,False,2024-03-14,2,963
NATURAL PRODUCTS EXPO WEST 2024,"Natural, organic & healthy Industry Expo. Natural Products Expo West is the best place to see and sample the newest products and developments in the natural products industry",Public,once a year,http://www.expowest.com/,info@newhope.com,USA,False,2024-03-12,5,803
THE OUTDOOR ADVENTURE SHOW - CALGARY 2024,"Show for outdoor and adventure enthusiasts. The Outdoors Show features products for Walking, hiking, mountaineering, camping, photography, canoeing, cycling, mountain biking & sailing. Great deals from retailers like new products, outdoor organisations",Public,once a year,http://www.outdooradventureshow.ca/calgary,info@nationalevent.com,Canada,False,2024-03-16,2,452
OTTAWA HOME & GARDEN SHOW 2024,"Ottawa, ON Home & Garden Show. Innovative Products and Hundreds of Experts all Under One Roof",Public,once a year,http://ottawahomeshow.com/,rosannah@marketplaceevents.com,Canada,False,2024-03-21,4,769
IMPRESSIONS EXPO - ATLANTIC CITY 2024,Decorated Apparel and Imprinted Sportswear Industry Trade Show,Public,once a year,http://impressionsexpo.com/atlanticcity,info@impressionsexpo.com,USA,False,2024-03-21,3,893
STAMP & SCRAPBOOK EXPO IRVING 2024,"Art & Craft fair in Irving, TX. STAMP & SCRAPBOOK EXPO IRVING features craft show, craft shopping, paper craft, clay modelling, abstract arts, Art & Craft workshop, craft tools, creative ideas and crafts for kids",Public,once a year,http://www.scrapbookexpo.com/,Info@scrapbookexpo.com,USA,False,2024-03-22,2,976
MADISON EASTER GUN SHOW 2024,"Arms Expo. MADISON EASTER GUN SHOW features automatic firearms, hunting knife, self defense weapons, handguns, gun magazine, cartridges, ear plugs, flashlights, sharpening tool, holsters, Indian artifacts, laser optics, gun parts and outdoor survival gea",Public,unknown,http://gunshowtrader.com/gunshows/wisconsin-gun-shows,,USA,False,2024-03-29,2,977
NEW ENGLAND HOME SHOW - FOXBORO 2024,"Foxborough, MA Home Show",Public,once a year,http://homeshowfoxboro.com/,info@newenglandhomeshows.com,USA,False,2024-03-22,3,978
LE SALON NATIONAL DE LA FEMME - MONTRÉAL 2024,"Women's Show. Shop ‘til you drop at over 300 exhibits and find everything from food and wine sampling, fashion shows, celebrity guests, free makeovers, health, wellness & beauty secrets, cooking demos, home renovation advice, travel ideas...",Public,once a year,http://www.nationalwomenshow.com/,info@nationalevent.com,Canada,False,2024-03-22,3,513
HARRISBURG GUN & KNIFE SHOW 2024,"Arms and Ammunition Fair. HARRISBURG SUMMER GUN & KNIFE SHOW features rifles, handguns, shotguns, combat knives and swords, cartridges, collectibles, antique coins, hunting and fishing accessories, war relics, carbines and self protection items",Public,unknown,http://www.cegunshows.com/,info@showmastersgunshows.com,USA,False,2024-03-23,2,668
JLC LIVE NORTHWEST 2024,Construction Show exclusively serving the residential sector in New England. Thousands of residential construction professionals from across New England come to JLC LIVE to perfect their skills and build their businesses,Public,once a year,http://www.jlclive.com/,rmcconnell@hanleywood.com,USA,False,2024-03-21,3,565
THE NATIONAL WOMEN'S SHOW - MONTREAL 2024,"Women's Show. Shop ‘til you drop at over 300 exhibits and find everything from food and wine sampling, fashion shows, celebrity guests, free makeovers, health, wellness & beauty secrets, cooking demos, home renovation advice, travel ideas...",Public,once a year,http://www.nationalwomenshow.com/,info@nationalevent.com,Canada,False,2024-03-23,2,513
MEDTRADE SPRING CONFERENCE & EXPO 2024,"Home Healthcare Industry Exhibition. The Medtrade Mission is to provide high quality and effective, sales, marketing, educational and networking opportunities for companies and professionals in the HME Industry",Public,once a year,http://www.medtradespring.com/,medtrade@experient-inc.com,USA,False,2024-03-26,3,693
ISSA INTERCLEAN LATIN AMERICA 2024,"International Trade Fair for Industrial Cleaning, Maintenance and Building Services",Public,every 2 years,http://latam.issa.com/,latam@issa.com,Mexico,True,2024-09-01,1,1071
ACCESS MBA - SÃO PAULO 2024,ACCESS MBA is a communication campaign specifically designed to better inform prospective students of existing MBA opportunities. ACCESS MBA is a series of events organised around the world,Public,twice a year,http://www.accessmba.com/tour,coutat@advent-communication.net,Brazil,False,2024-03-24,1,979
SOUTHERN IDEAL HOME SHOW - GREENSBORO 2024,Building & Home Improvement Show + Garden show,Public,once a year,http://www.greensboroidealhomeshow.com/,rosannah@marketplaceevents.com,USA,False,2024-03-22,3,819
"SALON DU PLEIN AIR, CHASSE, PÊCHE ET DU CAMPING DE QUÉBEC + SALON DU BATEAU DE QUÉBEC 2024","Quebec Hunting, Fishing & Camping Show. Quebec Boat Show",Public,once a year,http://qcohfs.mpltd.ca/,smurphy@mpltd.ca,Canada,False,2024-03-21,4,658
MONCTON BOAT SHOW 2024,"Moncton Boat Show. Cruisers, bowriders, pontoons, fishing boats, personal watercraft, inflatables and so much more!",Public,once a year,http://www.monctonboatshow.ca/,info@masterpromotions.ca,Canada,False,2024-03-22,3,945
IDEAL HOME SHOW CANADA 2024,"Atlantic Canada’s largest home show, featuring Nova Scotia’s construction and renovation leaders. Showcase for indoor and outdoor living",Public,once a year,http://www.springideal.ca/,info@masterpromotions.ca,Canada,False,2024-03-22,3,782
PALM BEACH ART 2024,"Contemporary and Modern art fair in West Palm Beach. PALM BEACH ART features fine arts, emergent modern artwork, paintings, sculptures, design on fabrics, woodwork, photography, drawings, video art, curio and antiques",Public,once a year,http://www.artpbfair.com/,info@artpbfair.com,USA,False,2024-03-21,4,715
EXPO CAFÉ & GOURMET 2024,"An exhibition that combines the best of Expo Café and Gourmet Show, the two events that mark the gastronomic trend in Mexico",Public,once a year,http://cafeygourmet.com/,info@tradex.com.mx,Mexico,False,2024-03-21,3,784
"SALON MAISONS ET RÉNOVATION D'OTTAWA, 2024",Ottawa Home & Remodelling Trade Show,Public,once a year,http://ottawahomeshow.com/,info@expomediainc.com,Canada,False,2024-03-21,4,769
NB SPORTSMEN SHOW 2024,Boat and Outdoor Trade Fair,Public,once a year,http://www.nbsportsmenshow.ca/,info@masterpromotions.ca,Canada,False,2024-03-22,3,945
DESALINATION LATIN AMERICA 2024,"International investment conference and exhibition for developing effective strategies, sharing experiences, presenting new investment projects and innovations to implement desalination projects and to increase water supplies all over Latin America",Public,once a year,http://desalinationlatinamerica.com/,events@vostockcapital.com,Chile,False,2024-03-26,2,961
JLC LIVE NEW ENGLAND 2024,Residential Construction Show & conference exclusively serving the residential sector in New England. JLC LIVE attracts thousands of residential construction professionals from New England come to JLC LIVE to perfect their skills & build their businesses,Public,once a year,http://www.jlclive.com/en/home.html,tami.svarfvar@informa.com,USA,False,2024-03-21,3,565
SPRING IDEAL HOME SHOW 2024,Home Show,Public,once a year,http://www.springideal.ca/,info@masterpromotions.ca,Canada,False,2024-03-22,3,782
SPIE SMART STRUCTURES / NON-DESTRUCTIVE EVALUATION 2024,"SPIE Smart Structures/NDE is a leading conference on the applied technologies of advanced materials, smart sensor networks, and non-destructive evaluation tools",Public,once a year,http://spie.org/conferences-and-exhibitions/smart-structures/nde,customerservice@spie.org,USA,False,2024-03-24,5,980
NATIONAL HARDWARE SHOW 2024,"Hardware, Houseware & Allied Products Expo",Public,once a year,http://www.nationalhardwareshow.com/,inquiry@hardware.reedexpo.com,USA,False,2024-03-26,3,429
WESTERN NE HOME SHOW 2024,"Western New England Home Show. If you’re planning on remodeling or renovating your home, this is the home improvement event you can’t afford to miss",Public,once a year,http://www.jenksproductions.com/event/western-ne-home-show,monica@jenksproductions.com,USA,False,2024-03-23,2,981
AUSTIN SPRING HOME + GARDEN SHOW 2024,"The Austin, TX Home & Garden Show is the place for you to experience what's new in remodelling, gardening, decorating and anything related to your home & garden",Public,once a year,http://austinspringhomeandgardenshow.com/,lisag@mpeshows.com,USA,False,2024-03-22,3,982
NASHVILLE HOME + REMODELING EXPO 2024,"Nashville, TN Home Show. Innovative Products and Hundreds of Experts all Under One Roof",Public,once a year,http://nashvillehomeandremodelingexpo.com/,rosannah@marketplaceevents.com,USA,False,2024-03-28,3,501
NB SPORTSMEN'S SHOW - NEW 2024,"New Brunswick's largest boating, fishing, hunting and sportsmen’s show",Public,once a year,http://www.nbsportsmenshow.ca/,info@masterpromotions.ca,Canada,False,2024-03-22,3,945
HOME IMPROVEMENT & DESIGN EXPO - EAGAN 2024,"Home Improvement & Design Show. Home Improvement & Design Expo EAGAN will enable you to meet decorators, builders, remodelers, designers, suppliers and other professionals with expertise in the home improvement and design industry",Public,once a year,http://minnesotahomeshows.com/show-schedule,contact@minnesotahomeshows.com,USA,False,2024-03-30,1,983
"HITS CHAMPIONSHIP OCALA, FL 2024","Fitness Expo in Orlando region. HITS CHAMPIONSHIP OCALA is a sporting event for running, hiking, swimming, biking featuring wellness & fitness seminars, nutritionists, training experts, all fitness products & services for Triathlon",Public,once a year,http://alpha.win/event/ocala-fl,info@alpha.win,USA,False,2024-03-30,1,984
PRESCOTT VALLEY GUNS & KNIFE SHOW 2024,"Arms & Ammunition fair. PRESCOTT VALLEY GUNS & KNIFE SHOW features shooting rifles, shotguns, combat knives, samurai swords, muzzle load, collectibles & antique, hunting and fishing accessories, war relics, carbines, self protection items and laser sight",Public,unknown,http://www.crossroadsgunshows.com/,gunshows@crossroadsgunshows.com,USA,False,2024-03-23,2,985
PROGRESSIVE INSURANCE NORTHWEST SPORTSHOW 2024,"Boat Show. At Northwest Sportshow you will find gear & accessories for every outdoor activity imaginable, from boating, fishing and hunting to RVing, camping, etc",Public,once a year,http://www.northwestsportshow.com/,terry@scma.com,USA,False,2024-03-21,4,483
ENTERPRISE CONNECT (VOICECON) ORLANDO 2024,Conference & expo on Enterprise Communications. Enterprise Connect (formely Voicecon) will cover all of the major elements that comprise modern enterprise communications and collaboration,Public,once a year,http://www.enterpriseconnect.com/orlando,enterpriseconnectregistration@ubm.com,USA,False,2024-03-25,4,986
PDN PHOTOPLUS INTERNATIONAL CONFERENCE + EXPO 2024,The PDN PhotoPlus International Conference + Expo is the largest photography and imaging show in North America,Public,once a year,http://www.photoplusexpo.com/,Mike.Gangel@Emeraldexpo.com,USA,True,2024-09-01,1,551
ACCESS MBA - MEDELLIN 2024,ACCESS MBA is a communication campaign specifically designed to better inform prospective students of existing MBA opportunities. ACCESS MBA is a series of events organised around the world,Public,once a year,http://www.accessmba.com/tour,coutat@advent-communication.net,Colombia,True,2024-04-01,1,987
DENVER HOME SHOW 2024,"Home decoration, remodelling & gardening Show. Denver Home Show is the place where you will find fresh ideas and smart advice for gardening, home improvement & decorating",Public,once a year,http://denverhomeshow.com/,rosannah@marketplaceevents.com,USA,False,2024-03-22,3,988
CLEVELAND HOME + REMODELING EXPO 2024,"Cleveland, OH HOME + REMODElLING SHOW features trendy furniture, home furnishings, new interior designs, remodelling and revamp",Public,once a year,http://homeandremodelingexpo.com/,rosannah@marketplaceevents.com,USA,False,2024-03-22,3,616
THE OKC HOME + OUTDOOR LIVING SHOW 2024,At OKC Home + Outdoor Living Show you will find great deals and hard to find items for the home & get advice of top professionals,Public,once a year,http://www.homeshowokc.com/,rosannah@marketplaceevents.com,USA,False,2024-03-22,3,564
LUXURY BRIDAL EXPO CHICAGO-O'HARE 2024,"Luxury Bridal Exhibition in Chicago. LUXURY BRIDAL EXPO CHICAGO features Bridal Gowns & Shops, Accessories and Fashion Jewelry, Party & Activities providers, Beauty, Lifestyle and Wellness products, Caterers, Wedding Dresses, Event Planners",Public,unknown,http://www.bridalshowexpo.com/Section/Bridal_Shows/index.html,info@BridalShowExpo.com,USA,False,2024-03-24,1,989
NHS - NATIONAL HARDWARE SHOW 2024,"Renovators, independent retailers, online retailers, wholesalers, distributors and others attend the NHS to discover the latest products, innovations and trends shaping the future of the home and DIY industry",Public,once a year,http://www.nationalhardwareshow.com/,inquiry@hardware.reedexpo.com,USA,False,2024-03-26,3,429
WONDERCON 2024,Comics Fair. COMIC-CON is an event that celebrates the historic and ongoing contribution of comics to art and culture,Public,once a year,http://www.comic-con.org/wca,,USA,False,2024-03-29,3,803
NEW YORK INTERNATIONAL AUTO SHOW (NYIAS) 2024,International Auto Show. The New York International Auto Show (NYIAS) offers virtually every make and model vehicle sold in the U.S. under one roof giving consumers the unique opportunity to see everything the auto industry has to offer,Public,once a year,http://www.autoshowny.com/,assistance@gnyada.com,USA,False,2024-03-29,10,551
ATLANTA HOME SHOW 2024,"Atlanta, GA Home Show. Innovative Products and Hundreds of Experts all Under One Roof",Public,once a year,http://atlantahomeshow.com/,rosannah@marketplaceevents.com,USA,False,2024-03-22,3,581
SMALL BUSINESS EXPO ORLANDO 2024,"Business Trade Show. Small Business Expo brings together thousands of business owners and decision-makers to network, attend business critical workshops, build new business relationships and shop from vendors that provide unique products & services",Public,once a year,http://www.thesmallbusinessexpo.com/,info@theshowproducers.com,USA,False,2024-03-21,1,990
NASHVILLE HOME SHOW (SPRING) 2024,"Nashville, TN Home Show. Innovative Products and Hundreds of Experts all Under One Roof",Public,once a year,http://www.nashvillespringhomeshow.com/,rosannah@marketplaceevents.com,USA,False,2024-03-28,3,501
WORLD OF ASPHALT,"International expo & conference for the Asphalt, Highway Maintenance & Traffic Safety Industries. World of Asphalt features educational programming & exhibits that showcase the latest innovations in asphalt-related equipment, products & services",Public,every 2 years,http://www.worldofasphalt.com/,info@worldofasphalt.com,USA,False,2024-03-25,3,501
GREENSBORO IDEAL HOME SHOW 2024,"Greensboro, NC IDEAL HOME SHOW presents latest styles of furniture, bend new interior designs, remodelling, trendy furnishings and patio instalation",Public,once a year,http://greensboroidealhomeshow.com/,jillp@marketplaceevents.com,USA,False,2024-03-22,3,819
THE NAUGHTY BUT NICE SHOW - RED DEER 2024,"The Taboo Naughty but Nice Sex Show provides an upscale adult playground dedicated to enhancing lifestyles, encouraging romance, personal betterment and all things Taboo",Public,once a year,http://tabooshow.com/red-deer,tickets@canwestproductions.com,Canada,False,2024-03-22,3,535
PALM BEACH INTERNATIONAL BOAT SHOW 2024,"The Palm Beach International Boat Show is worth of boats, yachts and accessories from the world’s leading marine manufacturers",Public,once a year,http://www.pbboatshow.com/en/home.html,webmaster@nmma.org,USA,False,2024-03-21,4,991
ANTIQUE ALLEY AT WHIPP FARM 2024,"ANTIQUE ALLEY AT WHIPP FARM showcases collectible firearms, antique weapon, unique items",Public,twice a year,http://www.whippfarmproductions.com/events.html,whipp.farm.antiques@gmail.com,USA,True,2024-04-01,1,992
COLUMBUS HOME IMPROVEMENT SHOW 2024,Home Improvement Show. Columbus Home Improvement Show is comprehensive home show that brings together homeowners and many of the most knowledgeable and experienced remodeling and building experts from the Columbus area,Public,once a year,http://www.homeshowcenter.com/overview/columbushome2,info@homeshowcenter.com,USA,False,2024-04-05,3,751
NEW ENGLAND HOME SHOW - RI 2024,"Rhode Island, RI Home Show",Public,once a year,http://ribahomeshow.com/,info@newenglandhomeshows.com,USA,False,2024-04-04,4,565
WANENMACHER'S TULSA ARMS SHOW SUMMER 2024,"Arms & Ammunition Fair. WANENMACHER'S TULSA ARMS SHOW SUMMER features hunting rifles, rifle spoke, gun parts, antique pistol, custom knives & swords, cartridges, muzzle load, gun magazine, sharpening tool, holsters, gun safes, flashlight and safety alarm",Public,once a year,http://www.tulsaarmsshow.com/,mail@tulsaarmsshow.com,USA,False,2024-04-06,2,567
THE FRANCHISE EXPO - PHILADELPHIA 2024,North America's Franchise & Business Opportunities Event. THE FRANCHISE EXPO showcases the fastest growing franchises & business opportunities with thousands of potential franchisees & business partners eager ready to invest,Public,once a year,http://www.franchiseshowinfo.com/philadelphia/visitor,info@nationalevent.com,USA,False,2024-04-06,2,974
"HITS CHAMPIONSHIP NAPA VALLEY, CA - SPRING 2024","Endureance Sports Expo in Napa Valley. HITS CHAMPIONSHIP NAPA VALLEY is a sporting event for running, hiking, swimming, biking featuring wellness & fitness seminars, nutritionists, training experts, all fitness products & services for Triathlon",Public,once a year,http://alpha.win/event/napa-valley-ca-2,info@alpha.win,USA,False,2024-04-06,2,993
SALON DU VÉHICULE ÉLECTRIQUE DE QUÉBEC 2024,Quebec Electric Vehicle Show,Public,once a year,http://www.sveq.ca/,info@svem.ca,Canada,True,2024-09-01,1,658
THE ULTIMATE WOMEN'S SHOW - AUSTIN 2024,"The Nation's Largest Women's Expos, combining the very best in shopping, speakers, makeovers and rejuvenation designed for the Ultimate Experience for women",Public,once a year,http://www.austinwomensexpo.com/,info@ultimatewomensshow.com,USA,True,2024-04-01,1,982
CONNECTICUT SPRING HOME SHOW 2024,"Connecticut Home Show. If you’re planning on remodeling or renovating your home, this is the home improvement event you can’t afford to miss",Public,once a year,http://www.jenksproductions.com/event/ct-spring-home-show,monica@jenksproductions.com,USA,False,2024-04-06,2,994
MEMPHIS INTERNATIONAL AUTO SHOW 2024,"Memphis International Auto Show. MEMPHIS INTERNATIONAL AUTO SHOW will present a wide selection of manufacturer's new-model vehicles, trucks, and SUVS and a collection of high-end exotic vehicles from Maserati, Bentley and Rolls-Royce",Public,once a year,http://memphisautoshow.com/,SFreeman@enthusiastnetwork.com,USA,True,2024-04-01,1,995
WORLD’S LEADING WINES HOUSTON 2024,"Sourcing Event for Wine Importers & Distributors. The World’s Leading Wines events are series of targeted trade tastings, networking events and dinners attended exclusively by the head wine buyers from leading importers and distributors",Public,once a year,http://theworldsleadingwines.com/events_usa/houston,info@worldsleadingwines.com,USA,True,2024-04-01,1,836
PICTOU COUNTY HOME SHOW 2024,"Showcase of products and services related to new home construction, renovations, remodels and home improvement projects",Public,once a year,http://www.pictoucountyhomeshow.ca/,info@masterpromotions.ca,Canada,False,2024-04-05,3,996
LA SPRING CASH & CARRY GIFT SHOW 2024,"The Show is showcasing Gift and Collectibles, Gourmet Food Products, Fine & Fashion Jewelry, Bath and Spa Items, Aromatherapy as well as Handcrafted Items, Personal & Fashion Accessories and Antiques and Found Objects",Public,once a year,http://www.pinnacle-shows.com/la-cash-and-carry-show,Evan@pinnacle-shows.com,USA,True,2024-04-01,1,626
CONNECT SPRING MARKETPLACE 2024,"Connect is the premier event that brings together planners, suppliers and experts in Corporate, Association, Speciality, Expo, Tour and Sports meetings & events for preset appointments, general sessions, planner/supplier round tables & quality networking",Public,once a year,http://www.connectmeetings.com/,info@connectmeetings.com,USA,False,2024-04-02,3,864
MHI NATIONAL CONGRESS & EXPO 2024,Manufactured Housing Institute's National Congress and Exhibition for Manufactured and Modular Housing in Las Vegas,Public,once a year,http://www.mfghome.org/,registration@mfghome.org,USA,False,2024-04-03,3,807
MICHIGAN INTERNATIONAL WOMEN'S SHOW 2024,"Michigan International Women's Show: Beauty, Fashion, Lifestyle, Health, Food, Fun, Shopping, Community, Celebrity Guests…",Public,once a year,http://southernshows.com/wde,dzimmerman@southernshows.com,USA,True,2024-04-01,1,759
LLHA SHOW 2024,"Trade show for the travel, business & fashion accessory market. LLHA trade show brings together retailers from across Canada ranging from major department stores, to mass merchants, independent luggage stores, clothing, shoe, boutique, duty free, gift",Public,once a year,http://www.llha.ca/,tammy@llha.ca,Canada,True,2024-04-01,1,826
SMALL BUSINESS EXPO MINNEAPOLIS 2024,"Business Trade Show. Small Business Expo brings together thousands of business owners and decision-makers to network, attend business critical workshops, build new business relationships and shop from vendors that provide unique products & services",Public,once a year,http://www.thesmallbusinessexpo.com/city/minneapolis-2,info@theshowproducers.com,USA,True,2024-04-01,1,997
SMALL BUSINESS EXPO WASHINGTON DC 2024,"Business Trade Show. Small Business Expo brings together thousands of business owners and decision-makers to network, attend business critical workshops, build new business relationships and shop from vendors that provide unique products & services",Public,once a year,http://www.thesmallbusinessexpo.com/city/washington-dc,clientservices@theshowproducers.com,USA,False,2024-04-04,1,998
ENERCOM DALLAS 2024,"Conference on Oil & Gas. The Oil & Gas Conference® provides you with a unique opportunity to meet and network with institutional investors, research analysts and high net worth investors",Public,once a year,http://www.enercomdallas.com/,conferences@enercominc.com,USA,False,2024-04-02,2,439
NEW YORK ENERGY CAPITAL ASSEMBLY 2024,"Exclusive networking platform for private oil, gas, royalties and minerals companies, institutional and private investors",Public,once a year,http://energycouncil.com/event-events/new-york-energy-capital-assembly,,USA,True,2024-04-01,1,999
FEICON 2024,The largest gathering of the construction and architecture community in Latin America,Public,once a year,http://www.feicon.com.br/en-us.html,atendimentovisitante@rxglobal.com,Brazil,False,2024-04-02,4,440
SMALL BUSINESS EXPO SEATTLE 2024,"Business Trade Show. Small Business Expo brings together thousands of business owners and decision-makers to network, attend business critical workshops, build new business relationships and shop from vendors that provide unique products & services",Public,once a year,http://www.thesmallbusinessexpo.com/city/seattle-2,info@theshowproducers.com,USA,True,2024-04-01,1,442
OIL & GAS COUNCIL CANADA ASSEMBLY 2024,"Canada Oil & Gas Assembly. Oil Council Canada Aassembly will enable you to meet over 300 senior executives from Canada’s thriving O&G industry, international investors, and capital providers from around the world",Public,once a year,http://energycouncil.com/event-events/canada-assembly-and-dinner,,Canada,True,2024-04-01,1,1000
STRAIGHT SHOOTERS GUN SHOW COLUMBUS 2024,"Arms & Ammunition Fair. STRAIGHT SHOOTERS GUN SHOW COLUMBUS features rifles, handguns, shotguns, combat knives, samurai swords, cartridges, collectibles, antique coins, hunting and fishing accessories, war relics, carbines and self protection items",Public,twice a year,http://www.straightshootersenterprises.com/,,USA,True,2024-04-01,1,604
IPC APEX EXPO 2024,"IPC APEX EXPO is a leader electronics manufacturing industry in North America, featuring a world-class trade show, cutting-edge technical conference, professional development courses taught by industry experts, non-stop networking and more",Public,unknown,http://www.ipcapexexpo.org/,Contact.Us@ipc.org,USA,False,2024-04-06,6,803
CENTRAL KENTUCKY HOME & GARDEN SHOW 2024,"Lexington, KY Home & Garden Show",Public,once a year,http://centralkentuckyhomeshow.com/,jessicab@marketplaceevents.com,USA,False,2024-04-05,3,1001
INDIAN GAMING TRADE SHOW & CONVENTION 2024,Premier event for the Indian Gaming industry,Public,once a year,http://www.indiangamingtradeshow.com/,mcgrayson@indiangaming.org,USA,False,2024-04-15,4,803
FREDERICTON HOME SHOW 2024,"Fredericton Home Show. Includes hundreds of exhibitors with the latest in windows and coverings, kitchens, bathrooms, lighting, landscaping, stoves and fireplaces, green energy and products and more",Public,once a year,http://www.frederictonhomeshow.ca/,info@masterpromotions.ca,Canada,False,2024-04-05,3,1002
FREDERICKSBURG ARTS & CRAFT FESTIVAL 2024,Arts and Crafts Fair. At Fredericksburg Arts & Craft Festival you will find premier arts and hand crafted creations from some of the country’s best crafters and artisans,Public,once a year,http://www.bmgevents.com/calendar.html,bmcloughlin@bmg1.com,USA,True,2024-04-01,1,688
BOSTON MARATHON EXPO 2024,The Boston Marathon Expo is widely recognized as the running industry’s premier Expo for new products and services,Public,once a year,http://www.baa.org/boston-marathon-expo,expo@baa.org,USA,True,2024-04-01,1,1003
ISA CALGARY SHOW 2024,The ISA Calgary Show aims to connect the automation industry with the latest ideas and technology. Get up to speed with the products and innovations at the forefront of the industry,Public,every 2 years,http://www.isacalgary.com/,info@dmgevents.com,Canada,True,2024-04-01,1,651
HOME IMPROVEMENT & DESIGN EXPO - LAKEVILLE 2024,"Home Improvement & Design Show. Home Improvement & Design Expo LAKEVILLE is for decorators, builders, remodelers, designers, suppliers and other professionals with expertise in the home improvement and design industry",Public,once a year,http://minnesotahomeshows.com/show-schedule,contact@minnesotahomeshows.com,USA,True,2024-04-01,1,1004
SMALL BUSINESS EXPO PORTLAND 2024,"Business Trade Show. Small Business Expo brings together thousands of business owners and decision-makers to network, attend business critical workshops, build new business relationships and shop from vendors that provide unique products & services",Public,once a year,http://www.thesmallbusinessexpo.com/city/portland,info@theshowproducers.com,USA,True,2024-04-01,1,1005
GOODGUYS NORTH CAROLINA NATIONALS 2024,"Finest Car Fair in Raleigh. GOODGUYS NORTH CAROLINA NATIONALS features attractive hot rods, muscle automobiles, classic vehicles, vintage models, trucks, Tools & kits, Street machines, automotive, used cars, customized personal vehicles",Public,once a year,http://www.good-guys.com/,,USA,True,2024-04-01,1,725
WORLD VACCINE CONGRESS WASHINGTON 2024,World Vaccine Congress remains the industry’s definitive vaccine industry event for major vaccine players and their respective senior level representatives,Public,once a year,http://www.terrapinn.com/conference/world-vaccine-congress-washington/index.stm,enquiry.us@terrapinn.com,USA,False,2024-04-01,4,488
EXPOFOREST 2024,Fair of Natural Forestry in Bolivia,Public,once a year,http://fexpocruz.com.bo/ferias/expoforest,expoforest@fexpocruz.com.bo,Bolivia,True,2024-04-01,1,895
SAN FRAN-NOR CAL FLOWER & GARDEN SHOW 2024,"Flower & Garden Show. The San Francisco Flower & Garden Show features Edible gardening workshops, cooking démonstrations, seminars on design and horticulture",Public,once a year,http://norcalgardenshow.com/,info@sfgardenshow.com,USA,True,2024-04-01,1,1006
