event_name,description,audience,cycle,website,email,date_uncertain,date,duration_days,venue_name,city,state,country
ACCESS MBA - LIMA 2024,ACCESS MBA is a communication campaign specifically designed to better inform prospective students of existing MBA opportunities. ACCESS MBA is a series of events organised around the world,Public,twice a year,http://www.accessmba.com/tour,coutat@advent-communication.net,False,2024-03-16,1,Lima,Lima,,Peru
ATLANTIC HEAVY EQUIPMENT SHOW 2024,"Trade show for equipment owners, operators and purchasers representing the fields of general construction, trucking, public works, utilities, aggregate production, road building and maintenance",Public,every 2 years,http://www.ahes.ca/,info@masterpromotions.ca,False,2024-03-27,2,Moncton Coliseum Complex,Moncton,NB,Canada
GUN & KNIFE SHOW HASTINGS 2024,"Self-defense weapon fair. GUN & KNIFE SHOW HASTINGS presents antique pistols, rifles, air guns, combat knives, gun magazines, rifle spoke, hunting gears, sharpening tools, holsters, gun safes, display cases, survival training and gun parts",Public,unknown,http://www.crocodileproductionsinc.com/,crocodile1@comcast.net,False,2024-03-16,2,Hastings Armory,Hastings,MN,USA
ROCK ‘N’ ROLL WASHINGTON DC 2024,"The event offers 3 distances, Marathon, Half Marathon and 10K, so that everyone can enjoy the biggest running party in the country",Public,once a year,http://www.runrocknroll.com/washington-dc,exposales@runrocknroll.com,False,2024-03-16,1,,,,USA
AFFORDABLE ART FAIR - NEW YORK 2024,"International Art Exhibition. Affordable Art Fair is the leading showcase for affordable, contemporary original art from galleries and dealers",Public,twice a year,http://www.affordableartfair.com/fairs,enquiries@affordableartfair.com,False,2024-03-21,4,Metropolitan Pavilion,New York,NY,USA
RE+ NORTHERN CALIFORNIA 2024,RE+ Northern California attracts energy professionals from across the solar and storage markets each year to facilitate business and connections,Public,once a year,http://re-plus.events/norcal,customerservice@re-plus.com,False,2024-03-12,2,,,,USA
AQUA SUR 2024,"International Aquaculture exhibition, the largest of southern hemisphere",Public,every 2 years,http://www.aqua-sur.cl/,agarcia@fisa.cl,False,2024-03-19,3,Calle de servicio 200,Puerto Montt,,Chile
WEST BEND GUN SHOW 2024,"Guns & Knife Show. WEST BEND GUN SHOW features shooting rifles, combat knives and swords, rifle spoke, muzzle load, hunting accessories, holsters, outdoor survival gears and hi-tech optics",Public,unknown,http://gunshowtrader.com/gunshows/wisconsin-gun-shows,,False,2024-03-15,3,Washington County Fair Grounds,West Bend,WI,USA
THE INSPIRED HOME SHOW 2024,"International Home + Housewares Show offers you the opportunity to see first-hand consumer lifestyle and product trends for all areas of the home, both inside and out, under one roof",Public,once a year,http://www.housewares.org/show/default,atiritilli@housewares.org,False,2024-03-16,4,,,,USA
PACK EXPO EAST 2024,"International Packaging Process Show. For end users and suppliers around the world, PACK EXPO EAST offers a quality professional experience and a wide range of packaging innovations for each vertical market",Public,every 2 years,http://www.packexpoeast.com/,info@pmmi.org,False,2024-03-18,3,Pennsylvania Convention Center,Philadelphia,PA,USA
LANSING HOME & GARDEN SHOW 2024,The strongest Home & Garden show in the Mid-Michigan area,Public,once a year,http://showspan.com/LHG,events@showspan.com,False,2024-03-14,4,MSU Pavilion,Lansing,MI,USA
FUTURE FOOD-TECH SAN FRANCISCO 2024,"Future Food-Tech San Francisco will bring together key figures from across the food industry, including investors, start-ups, technology companies and food and ingredients manufacturers",Public,once a year,http://futurefoodtechsf.com/,info@rethinkevents.com,False,2024-03-14,2,San Francisco Marriott Marquis,San Francisco,CA,USA
NATURAL PRODUCTS EXPO WEST 2024,"Natural, organic & healthy Industry Expo. Natural Products Expo West is the best place to see and sample the newest products and developments in the natural products industry",Public,once a year,http://www.expowest.com/,info@newhope.com,False,2024-03-12,5,Anaheim Convention Center,Anaheim,CA,USA
THE OUTDOOR ADVENTURE SHOW - CALGARY 2024,"Show for outdoor and adventure enthusiasts. The Outdoors Show features products for Walking, hiking, mountaineering, camping, photography, canoeing, cycling, mountain biking & sailing. Great deals from retailers like new products, outdoor organisations",Public,once a year,http://www.outdooradventureshow.ca/calgary,info@nationalevent.com,False,2024-03-16,2,,,,Canada
OTTAWA HOME & GARDEN SHOW 2024,"Ottawa, ON Home & Garden Show. Innovative Products and Hundreds of Experts all Under One Roof",Public,once a year,http://ottawahomeshow.com/,rosannah@marketplaceevents.com,False,2024-03-21,4,Ernst & Young Centre,Ottawa,ON,Canada
IMPRESSIONS EXPO - ATLANTIC CITY 2024,Decorated Apparel and Imprinted Sportswear Industry Trade Show,Public,once a year,http://impressionsexpo.com/atlanticcity,info@impressionsexpo.com,False,2024-03-21,3,Atlantic City Convention Center,Atlantic City,NJ,USA
STAMP & SCRAPBOOK EXPO IRVING 2024,"Art & Craft fair in Irving, TX. STAMP & SCRAPBOOK EXPO IRVING features craft show, craft shopping, paper craft, clay modelling, abstract arts, Art & Craft workshop, craft tools, creative ideas and crafts for kids",Public,once a year,http://www.scrapbookexpo.com/,Info@scrapbookexpo.com,False,2024-03-22,2,Irving Convention Center,Irving,TX,USA
MADISON EASTER GUN SHOW 2024,"Arms Expo. MADISON EASTER GUN SHOW features automatic firearms, hunting knife, self defense weapons, handguns, gun magazine, cartridges, ear plugs, flashlights, sharpening tool, holsters, Indian artifacts, laser optics, gun parts and outdoor survival gea",Public,unknown,http://gunshowtrader.com/gunshows/wisconsin-gun-shows,,False,2024-03-29,2,Madison Marriott West,Madison,WI,USA
NEW ENGLAND HOME SHOW - FOXBORO 2024,"Foxborough, MA Home Show",Public,once a year,http://homeshowfoxboro.com/,info@newenglandhomeshows.com,False,2024-03-22,3,Empower Field House,Foxborough,MA,USA
LE SALON NATIONAL DE LA FEMME - MONTRÉAL 2024,"Women's Show. Shop ‘til you drop at over 300 exhibits and find everything from food and wine sampling, fashion shows, celebrity guests, free makeovers, health, wellness & beauty secrets, cooking demos, home renovation advice, travel ideas...",Public,once a year,http://www.nationalwomenshow.com/,info@nationalevent.com,False,2024-03-22,3,,,,Canada
HARRISBURG GUN & KNIFE SHOW 2024,"Arms and Ammunition Fair. HARRISBURG SUMMER GUN & KNIFE SHOW features rifles, handguns, shotguns, combat knives and swords, cartridges, collectibles, antique coins, hunting and fishing accessories, war relics, carbines and self protection items",Public,unknown,http://www.cegunshows.com/,info@showmastersgunshows.com,False,2024-03-23,2,,,,USA
JLC LIVE NORTHWEST 2024,Construction Show exclusively serving the residential sector in New England. Thousands of residential construction professionals from across New England come to JLC LIVE to perfect their skills and build their businesses,Public,once a year,http://www.jlclive.com/,rmcconnell@hanleywood.com,False,2024-03-21,3,,,,USA
THE NATIONAL WOMEN'S SHOW - MONTREAL 2024,"Women's Show. Shop ‘til you drop at over 300 exhibits and find everything from food and wine sampling, fashion shows, celebrity guests, free makeovers, health, wellness & beauty secrets, cooking demos, home renovation advice, travel ideas...",Public,once a year,http://www.nationalwomenshow.com/,info@nationalevent.com,False,2024-03-23,2,,,,Canada
MEDTRADE SPRING CONFERENCE & EXPO 2024,"Home Healthcare Industry Exhibition. The Medtrade Mission is to provide high quality and effective, sales, marketing, educational and networking opportunities for companies and professionals in the HME Industry",Public,once a year,http://www.medtradespring.com/,medtrade@experient-inc.com,False,2024-03-26,3,Kay Bailey Hutchison - Dallas Convention Center,Dallas,TX,USA
ISSA INTERCLEAN LATIN AMERICA 2024,"International Trade Fair for Industrial Cleaning, Maintenance and Building Services",Public,every 2 years,http://latam.issa.com/,latam@issa.com,True,2024-09-01,1,Mexico World Trade Center,Mexico City,,Mexico
ACCESS MBA - SÃO PAULO 2024,ACCESS MBA is a communication campaign specifically designed to better inform prospective students of existing MBA opportunities. ACCESS MBA is a series of events organised around the world,Public,twice a year,http://www.accessmba.com/tour,coutat@advent-communication.net,False,2024-03-24,1,Renaissance São Paulo Hotel,São Paulo,,Brazil
SOUTHERN IDEAL HOME SHOW - GREENSBORO 2024,Building & Home Improvement Show + Garden show,Public,once a year,http://www.greensboroidealhomeshow.com/,rosannah@marketplaceevents.com,False,2024-03-22,3,Greensboro Coliseum Complex,Greensboro,NC,USA
"SALON DU PLEIN AIR, CHASSE, PÊCHE ET DU CAMPING DE QUÉBEC + SALON DU BATEAU DE QUÉBEC 2024","Quebec Hunting, Fishing & Camping Show. Quebec Boat Show",Public,once a year,http://qcohfs.mpltd.ca/,smurphy@mpltd.ca,False,2024-03-21,4,,,,Canada
MONCTON BOAT SHOW 2024,"Moncton Boat Show. Cruisers, bowriders, pontoons, fishing boats, personal watercraft, inflatables and so much more!",Public,once a year,http://www.monctonboatshow.ca/,info@masterpromotions.ca,False,2024-03-22,3,Moncton Coliseum Complex,Moncton,NB,Canada
IDEAL HOME SHOW CANADA 2024,"Atlantic Canada’s largest home show, featuring Nova Scotia’s construction and renovation leaders. Showcase for indoor and outdoor living",Public,once a year,http://www.springideal.ca/,info@masterpromotions.ca,False,2024-03-22,3,Halifax Exhibition Centre,Halifax,NS,Canada
PALM BEACH ART 2024,"Contemporary and Modern art fair in West Palm Beach. PALM BEACH ART features fine arts, emergent modern artwork, paintings, sculptures, design on fabrics, woodwork, photography, drawings, video art, curio and antiques",Public,once a year,http://www.artpbfair.com/,info@artpbfair.com,False,2024-03-21,4,Palm Beach County Convention Center,Palm Beach,FL,USA
EXPO CAFÉ & GOURMET 2024,"An exhibition that combines the best of Expo Café and Gourmet Show, the two events that mark the gastronomic trend in Mexico",Public,once a year,http://cafeygourmet.com/,info@tradex.com.mx,False,2024-03-21,3,Expo Guadalajara,Guadalajara,,Mexico
"SALON MAISONS ET RÉNOVATION D'OTTAWA, 2024",Ottawa Home & Remodelling Trade Show,Public,once a year,http://ottawahomeshow.com/,info@expomediainc.com,False,2024-03-21,4,Ernst & Young Centre,Ottawa,ON,Canada
NB SPORTSMEN SHOW 2024,Boat and Outdoor Trade Fair,Public,once a year,http://www.nbsportsmenshow.ca/,info@masterpromotions.ca,False,2024-03-22,3,Moncton Coliseum Complex,Moncton,NB,Canada
DESALINATION LATIN AMERICA 2024,"International investment conference and exhibition for developing effective strategies, sharing experiences, presenting new investment projects and innovations to implement desalination projects and to increase water supplies all over Latin America",Public,once a year,http://desalinationlatinamerica.com/,events@vostockcapital.com,False,2024-03-26,2,Santiago,Santiago,,Chile
JLC LIVE NEW ENGLAND 2024,Residential Construction Show & conference exclusively serving the residential sector in New England. JLC LIVE attracts thousands of residential construction professionals from New England come to JLC LIVE to perfect their skills & build their businesses,Public,once a year,http://www.jlclive.com/en/home.html,tami.svarfvar@informa.com,False,2024-03-21,3,,,,USA
SPRING IDEAL HOME SHOW 2024,Home Show,Public,once a year,http://www.springideal.ca/,info@masterpromotions.ca,False,2024-03-22,3,Halifax Exhibition Centre,Halifax,NS,Canada
SPIE SMART STRUCTURES / NON-DESTRUCTIVE EVALUATION 2024,"SPIE Smart Structures/NDE is a leading conference on the applied technologies of advanced materials, smart sensor networks, and non-destructive evaluation tools",Public,once a year,http://spie.org/conferences-and-exhibitions/smart-structures/nde,customerservice@spie.org,False,2024-03-24,5,Hilton Long Beach,Long Beach,CA,USA
NATIONAL HARDWARE SHOW 2024,"Hardware, Houseware & Allied Products Expo",Public,once a year,http://www.nationalhardwareshow.com/,inquiry@hardware.reedexpo.com,False,2024-03-26,3,,,,USA
WESTERN NE HOME SHOW 2024,"Western New England Home Show. If you’re planning on remodeling or renovating your home, this is the home improvement event you can’t afford to miss",Public,once a year,http://www.jenksproductions.com/event/western-ne-home-show,monica@jenksproductions.com,False,2024-03-23,2,Danbury Sports Dome,Danbury,CT,USA
AUSTIN SPRING HOME + GARDEN SHOW 2024,"The Austin, TX Home & Garden Show is the place for you to experience what's new in remodelling, gardening, decorating and anything related to your home & garden",Public,once a year,http://austinspringhomeandgardenshow.com/,lisag@mpeshows.com,False,2024-03-22,3,Palmer Events Center,Austin,TX,USA
NASHVILLE HOME + REMODELING EXPO 2024,"Nashville, TN Home Show. Innovative Products and Hundreds of Experts all Under One Roof",Public,once a year,http://nashvillehomeandremodelingexpo.com/,rosannah@marketplaceevents.com,False,2024-03-28,3,,,,USA
NB SPORTSMEN'S SHOW - NEW 2024,"New Brunswick's largest boating, fishing, hunting and sportsmen’s show",Public,once a year,http://www.nbsportsmenshow.ca/,info@masterpromotions.ca,False,2024-03-22,3,Moncton Coliseum Complex,Moncton,NB,Canada
HOME IMPROVEMENT & DESIGN EXPO - EAGAN 2024,"Home Improvement & Design Show. Home Improvement & Design Expo EAGAN will enable you to meet decorators, builders, remodelers, designers, suppliers and other professionals with expertise in the home improvement and design industry",Public,once a year,http://minnesotahomeshows.com/show-schedule,contact@minnesotahomeshows.com,False,2024-03-30,1,Eagan Community Center,Eagan,MN,USA
"HITS CHAMPIONSHIP OCALA, FL 2024","Fitness Expo in Orlando region. HITS CHAMPIONSHIP OCALA is a sporting event for running, hiking, swimming, biking featuring wellness & fitness seminars, nutritionists, training experts, all fitness products & services for Triathlon",Public,once a year,http://alpha.win/event/ocala-fl,info@alpha.win,False,2024-03-30,1,Carney Island Recreation & Conservation Area,Ocala,FL,USA
PRESCOTT VALLEY GUNS & KNIFE SHOW 2024,"Arms & Ammunition fair. PRESCOTT VALLEY GUNS & KNIFE SHOW features shooting rifles, shotguns, combat knives, samurai swords, muzzle load, collectibles & antique, hunting and fishing accessories, war relics, carbines, self protection items and laser sight",Public,unknown,http://www.crossroadsgunshows.com/,gunshows@crossroadsgunshows.com,False,2024-03-23,2,Findlay Toyota Center,Prescott Valley,AZ,USA
PROGRESSIVE INSURANCE NORTHWEST SPORTSHOW 2024,"Boat Show. At Northwest Sportshow you will find gear & accessories for every outdoor activity imaginable, from boating, fishing and hunting to RVing, camping, etc",Public,once a year,http://www.northwestsportshow.com/,terry@scma.com,False,2024-03-21,4,,,,USA
ENTERPRISE CONNECT (VOICECON) ORLANDO 2024,Conference & expo on Enterprise Communications. Enterprise Connect (formely Voicecon) will cover all of the major elements that comprise modern enterprise communications and collaboration,Public,once a year,http://www.enterpriseconnect.com/orlando,enterpriseconnectregistration@ubm.com,False,2024-03-25,4,Gaylord Palms Resort & Convention Center,Orlando,FL,USA
PDN PHOTOPLUS INTERNATIONAL CONFERENCE + EXPO 2024,The PDN PhotoPlus International Conference + Expo is the largest photography and imaging show in North America,Public,once a year,http://www.photoplusexpo.com/,Mike.Gangel@Emeraldexpo.com,True,2024-09-01,1,,,,USA
ACCESS MBA - MEDELLIN 2024,ACCESS MBA is a communication campaign specifically designed to better inform prospective students of existing MBA opportunities. ACCESS MBA is a series of events organised around the world,Public,once a year,http://www.accessmba.com/tour,coutat@advent-communication.net,True,2024-04-01,1,Medellin,Medellin,,Colombia
DENVER HOME SHOW 2024,"Home decoration, remodelling & gardening Show. Denver Home Show is the place where you will find fresh ideas and smart advice for gardening, home improvement & decorating",Public,once a year,http://denverhomeshow.com/,rosannah@marketplaceevents.com,False,2024-03-22,3,National Western Complex,Denver,CO,USA
CLEVELAND HOME + REMODELING EXPO 2024,"Cleveland, OH HOME + REMODElLING SHOW features trendy furniture, home furnishings, new interior designs, remodelling and revamp",Public,once a year,http://homeandremodelingexpo.com/,rosannah@marketplaceevents.com,False,2024-03-22,3,,,,USA
THE OKC HOME + OUTDOOR LIVING SHOW 2024,At OKC Home + Outdoor Living Show you will find great deals and hard to find items for the home & get advice of top professionals,Public,once a year,http://www.homeshowokc.com/,rosannah@marketplaceevents.com,False,2024-03-22,3,,,,USA
LUXURY BRIDAL EXPO CHICAGO-O'HARE 2024,"Luxury Bridal Exhibition in Chicago. LUXURY BRIDAL EXPO CHICAGO features Bridal Gowns & Shops, Accessories and Fashion Jewelry, Party & Activities providers, Beauty, Lifestyle and Wellness products, Caterers, Wedding Dresses, Event Planners",Public,unknown,http://www.bridalshowexpo.com/Section/Bridal_Shows/index.html,info@BridalShowExpo.com,False,2024-03-24,1,Chicago Marriott O'Hare,Chicago,IL,USA
NHS - NATIONAL HARDWARE SHOW 2024,"Renovators, independent retailers, online retailers, wholesalers, distributors and others attend the NHS to discover the latest products, innovations and trends shaping the future of the home and DIY industry",Public,once a year,http://www.nationalhardwareshow.com/,inquiry@hardware.reedexpo.com,False,2024-03-26,3,,,,USA
WONDERCON 2024,Comics Fair. COMIC-CON is an event that celebrates the historic and ongoing contribution of comics to art and culture,Public,once a year,http://www.comic-con.org/wca,,False,2024-03-29,3,Anaheim Convention Center,Anaheim,CA,USA
NEW YORK INTERNATIONAL AUTO SHOW (NYIAS) 2024,International Auto Show. The New York International Auto Show (NYIAS) offers virtually every make and model vehicle sold in the U.S. under one roof giving consumers the unique opportunity to see everything the auto industry has to offer,Public,once a year,http://www.autoshowny.com/,assistance@gnyada.com,False,2024-03-29,10,,,,USA
ATLANTA HOME SHOW 2024,"Atlanta, GA Home Show. Innovative Products and Hundreds of Experts all Under One Roof",Public,once a year,http://atlantahomeshow.com/,rosannah@marketplaceevents.com,False,2024-03-22,3,,,,USA
SMALL BUSINESS EXPO ORLANDO 2024,"Business Trade Show. Small Business Expo brings together thousands of business owners and decision-makers to network, attend business critical workshops, build new business relationships and shop from vendors that provide unique products & services",Public,once a year,http://www.thesmallbusinessexpo.com/,info@theshowproducers.com,False,2024-03-21,1,Rosen Plaza Hotel,Orlando,FL,USA
NASHVILLE HOME SHOW (SPRING) 2024,"Nashville, TN Home Show. Innovative Products and Hundreds of Experts all Under One Roof",Public,once a year,http://www.nashvillespringhomeshow.com/,rosannah@marketplaceevents.com,False,2024-03-28,3,,,,USA
WORLD OF ASPHALT,"International expo & conference for the Asphalt, Highway Maintenance & Traffic Safety Industries. World of Asphalt features educational programming & exhibits that showcase the latest innovations in asphalt-related equipment, products & services",Public,every 2 years,http://www.worldofasphalt.com/,info@worldofasphalt.com,False,2024-03-25,3,,,,USA
GREENSBORO IDEAL HOME SHOW 2024,"Greensboro, NC IDEAL HOME SHOW presents latest styles of furniture, bend new interior designs, remodelling, trendy furnishings and patio instalation",Public,once a year,http://greensboroidealhomeshow.com/,jillp@marketplaceevents.com,False,2024-03-22,3,Greensboro Coliseum Complex,Greensboro,NC,USA
THE NAUGHTY BUT NICE SHOW - RED DEER 2024,"The Taboo Naughty but Nice Sex Show provides an upscale adult playground dedicated to enhancing lifestyles, encouraging romance, personal betterment and all things Taboo",Public,once a year,http://tabooshow.com/red-deer,tickets@canwestproductions.com,False,2024-03-22,3,,,,Canada
PALM BEACH INTERNATIONAL BOAT SHOW 2024,"The Palm Beach International Boat Show is worth of boats, yachts and accessories from the world’s leading marine manufacturers",Public,once a year,http://www.pbboatshow.com/en/home.html,webmaster@nmma.org,False,2024-03-21,4,Downtown Flagler Drive,Palm Beach,FL,USA
ANTIQUE ALLEY AT WHIPP FARM 2024,"ANTIQUE ALLEY AT WHIPP FARM showcases collectible firearms, antique weapon, unique items",Public,twice a year,http://www.whippfarmproductions.com/events.html,whipp.farm.antiques@gmail.com,True,2024-04-01,1,Whipp Farm,Cleburne,TX,USA
COLUMBUS HOME IMPROVEMENT SHOW 2024,Home Improvement Show. Columbus Home Improvement Show is comprehensive home show that brings together homeowners and many of the most knowledgeable and experienced remodeling and building experts from the Columbus area,Public,once a year,http://www.homeshowcenter.com/overview/columbushome2,info@homeshowcenter.com,False,2024-04-05,3,Ohio Expo Center & State Fair,Columbus,OH,USA
NEW ENGLAND HOME SHOW - RI 2024,"Rhode Island, RI Home Show",Public,once a year,http://ribahomeshow.com/,info@newenglandhomeshows.com,False,2024-04-04,4,,,,USA
WANENMACHER'S TULSA ARMS SHOW SUMMER 2024,"Arms & Ammunition Fair. WANENMACHER'S TULSA ARMS SHOW SUMMER features hunting rifles, rifle spoke, gun parts, antique pistol, custom knives & swords, cartridges, muzzle load, gun magazine, sharpening tool, holsters, gun safes, flashlight and safety alarm",Public,once a year,http://www.tulsaarmsshow.com/,mail@tulsaarmsshow.com,False,2024-04-06,2,,,,USA
THE FRANCHISE EXPO - PHILADELPHIA 2024,North America's Franchise & Business Opportunities Event. THE FRANCHISE EXPO showcases the fastest growing franchises & business opportunities with thousands of potential franchisees & business partners eager ready to invest,Public,once a year,http://www.franchiseshowinfo.com/philadelphia/visitor,info@nationalevent.com,False,2024-04-06,2,Pennsylvania Convention Center,Philadelphia,PA,USA
"HITS CHAMPIONSHIP NAPA VALLEY, CA - SPRING 2024","Endureance Sports Expo in Napa Valley. HITS CHAMPIONSHIP NAPA VALLEY is a sporting event for running, hiking, swimming, biking featuring wellness & fitness seminars, nutritionists, training experts, all fitness products & services for Triathlon",Public,once a year,http://alpha.win/event/napa-valley-ca-2,info@alpha.win,False,2024-04-06,2,Putah Canyon Recreation Area,Napa,CA,USA
SALON DU VÉHICULE ÉLECTRIQUE DE QUÉBEC 2024,Quebec Electric Vehicle Show,Public,once a year,http://www.sveq.ca/,info@svem.ca,True,2024-09-01,1,,,,Canada
THE ULTIMATE WOMEN'S SHOW - AUSTIN 2024,"The Nation's Largest Women's Expos, combining the very best in shopping, speakers, makeovers and rejuvenation designed for the Ultimate Experience for women",Public,once a year,http://www.austinwomensexpo.com/,info@ultimatewomensshow.com,True,2024-04-01,1,Palmer Events Center,Austin,TX,USA
CONNECTICUT SPRING HOME SHOW 2024,"Connecticut Home Show. If you’re planning on remodeling or renovating your home, this is the home improvement event you can’t afford to miss",Public,once a year,http://www.jenksproductions.com/event/ct-spring-home-show,monica@jenksproductions.com,False,2024-04-06,2,Hartford XL Center,Hartford,CT,USA
MEMPHIS INTERNATIONAL AUTO SHOW 2024,"Memphis International Auto Show. MEMPHIS INTERNATIONAL AUTO SHOW will present a wide selection of manufacturer's new-model vehicles, trucks, and SUVS and a collection of high-end exotic vehicles from Maserati, Bentley and Rolls-Royce",Public,once a year,http://memphisautoshow.com/,SFreeman@enthusiastnetwork.com,True,2024-04-01,1,"Renasant Convention Center, Memphis",Memphis,TN,USA
WORLD’S LEADING WINES HOUSTON 2024,"Sourcing Event for Wine Importers & Distributors. The World’s Leading Wines events are series of targeted trade tastings, networking events and dinners attended exclusively by the head wine buyers from leading importers and distributors",Public,once a year,http://theworldsleadingwines.com/events_usa/houston,info@worldsleadingwines.com,True,2024-04-01,1,"Houston, TX",Houston,TX,USA
PICTOU COUNTY HOME SHOW 2024,"Showcase of products and services related to new home construction, renovations, remodels and home improvement projects",Public,once a year,http://www.pictoucountyhomeshow.ca/,info@masterpromotions.ca,False,2024-04-05,3,Pictou County Wellness Centre,New Glasgow,NS,Canada
LA SPRING CASH & CARRY GIFT SHOW 2024,"The Show is showcasing Gift and Collectibles, Gourmet Food Products, Fine & Fashion Jewelry, Bath and Spa Items, Aromatherapy as well as Handcrafted Items, Personal & Fashion Accessories and Antiques and Found Objects",Public,once a year,http://www.pinnacle-shows.com/la-cash-and-carry-show,Evan@pinnacle-shows.com,True,2024-04-01,1,,,,USA
CONNECT SPRING MARKETPLACE 2024,"Connect is the premier event that brings together planners, suppliers and experts in Corporate, Association, Speciality, Expo, Tour and Sports meetings & events for preset appointments, general sessions, planner/supplier round tables & quality networking",Public,once a year,http://www.connectmeetings.com/,info@connectmeetings.com,False,2024-04-02,3,The Venetian Resort and Hotel,Las Vegas,NV,USA
MHI NATIONAL CONGRESS & EXPO 2024,Manufactured Housing Institute's National Congress and Exhibition for Manufactured and Modular Housing in Las Vegas,Public,once a year,http://www.mfghome.org/,registration@mfghome.org,False,2024-04-03,3,"Las Vegas, NV",Las Vegas,NV,USA
MICHIGAN INTERNATIONAL WOMEN'S SHOW 2024,"Michigan International Women's Show: Beauty, Fashion, Lifestyle, Health, Food, Fun, Shopping, Community, Celebrity Guests…",Public,once a year,http://southernshows.com/wde,dzimmerman@southernshows.com,True,2024-04-01,1,Suburban Collection Showplace,Novi,MI,USA
LLHA SHOW 2024,"Trade show for the travel, business & fashion accessory market. LLHA trade show brings together retailers from across Canada ranging from major department stores, to mass merchants, independent luggage stores, clothing, shoe, boutique, duty free, gift",Public,once a year,http://www.llha.ca/,tammy@llha.ca,True,2024-04-01,1,"The International Centre, Toronto",Toronto,ON,Canada
SMALL BUSINESS EXPO MINNEAPOLIS 2024,"Business Trade Show. Small Business Expo brings together thousands of business owners and decision-makers to network, attend business critical workshops, build new business relationships and shop from vendors that provide unique products & services",Public,once a year,http://www.thesmallbusinessexpo.com/city/minneapolis-2,info@theshowproducers.com,True,2024-04-01,1,"Minneapolis, MN",Minneapolis,MN,USA
SMALL BUSINESS EXPO WASHINGTON DC 2024,"Business Trade Show. Small Business Expo brings together thousands of business owners and decision-makers to network, attend business critical workshops, build new business relationships and shop from vendors that provide unique products & services",Public,once a year,http://www.thesmallbusinessexpo.com/city/washington-dc,clientservices@theshowproducers.com,False,2024-04-04,1,Charles E. Smith Center,Washington D.C.,,USA
ENERCOM DALLAS 2024,"Conference on Oil & Gas. The Oil & Gas Conference® provides you with a unique opportunity to meet and network with institutional investors, research analysts and high net worth investors",Public,once a year,http://www.enercomdallas.com/,conferences@enercominc.com,False,2024-04-02,2,,,,USA
NEW YORK ENERGY CAPITAL ASSEMBLY 2024,"Exclusive networking platform for private oil, gas, royalties and minerals companies, institutional and private investors",Public,once a year,http://energycouncil.com/event-events/new-york-energy-capital-assembly,,True,2024-04-01,1,NYSE - New York Stock Exchange,New York,NY,USA
FEICON 2024,The largest gathering of the construction and architecture community in Latin America,Public,once a year,http://www.feicon.com.br/en-us.html,atendimentovisitante@rxglobal.com,False,2024-04-02,4,,,,Brazil
SMALL BUSINESS EXPO SEATTLE 2024,"Business Trade Show. Small Business Expo brings together thousands of business owners and decision-makers to network, attend business critical workshops, build new business relationships and shop from vendors that provide unique products & services",Public,once a year,http://www.thesmallbusinessexpo.com/city/seattle-2,info@theshowproducers.com,True,2024-04-01,1,,,,USA
OIL & GAS COUNCIL CANADA ASSEMBLY 2024,"Canada Oil & Gas Assembly. Oil Council Canada Aassembly will enable you to meet over 300 senior executives from Canada’s thriving O&G industry, international investors, and capital providers from around the world",Public,once a year,http://energycouncil.com/event-events/canada-assembly-and-dinner,,True,2024-04-01,1,"Hotel Arts, Calgary",Calgary,AB,Canada
STRAIGHT SHOOTERS GUN SHOW COLUMBUS 2024,"Arms & Ammunition Fair. STRAIGHT SHOOTERS GUN SHOW COLUMBUS features rifles, handguns, shotguns, combat knives, samurai swords, cartridges, collectibles, antique coins, hunting and fishing accessories, war relics, carbines and self protection items",Public,twice a year,http://www.straightshootersenterprises.com/,,True,2024-04-01,1,,,,USA
IPC APEX EXPO 2024,"IPC APEX EXPO is a leader electronics manufacturing industry in North America, featuring a world-class trade show, cutting-edge technical conference, professional development courses taught by industry experts, non-stop networking and more",Public,unknown,http://www.ipcapexexpo.org/,Contact.Us@ipc.org,False,2024-04-06,6,Anaheim Convention Center,Anaheim,CA,USA
CENTRAL KENTUCKY HOME & GARDEN SHOW 2024,"Lexington, KY Home & Garden Show",Public,once a year,http://centralkentuckyhomeshow.com/,jessicab@marketplaceevents.com,False,2024-04-05,3,Central Bank Center,Lexington,KY,USA
INDIAN GAMING TRADE SHOW & CONVENTION 2024,Premier event for the Indian Gaming industry,Public,once a year,http://www.indiangamingtradeshow.com/,mcgrayson@indiangaming.org,False,2024-04-15,4,Anaheim Convention Center,Anaheim,CA,USA
FREDERICTON HOME SHOW 2024,"Fredericton Home Show. Includes hundreds of exhibitors with the latest in windows and coverings, kitchens, bathrooms, lighting, landscaping, stoves and fireplaces, green energy and products and more",Public,once a year,http://www.frederictonhomeshow.ca/,info@masterpromotions.ca,False,2024-04-05,3,Capital Exhibit Centre,Fredericton,NB,Canada
FREDERICKSBURG ARTS & CRAFT FESTIVAL 2024,Arts and Crafts Fair. At Fredericksburg Arts & Craft Festival you will find premier arts and hand crafted creations from some of the country’s best crafters and artisans,Public,once a year,http://www.bmgevents.com/calendar.html,bmcloughlin@bmg1.com,True,2024-04-01,1,,,,USA
